region,drug_name,drug_category,items_prescribed,cost,deprivation_score,shortage_incidents,pharmacy_density,year
Stafford and Surroundings,Sertraline,Mental Health,429,3440.57,25,141,1.27,2023
Cannock Chase,Gabapentin,General Medicine,339,2074.08,16,175,1.58,2023
Stoke-on-Trent,Naproxen,General Medicine,282,207.93,22,60,1.48,2024
Stafford and Surroundings,Co-codamol,General Medicine,59,702.31,13,93,1.29,2023
Newcastle-under-Lyme,Codeine,General Medicine,457,2369.55,24,61,1.93,2022
Stafford and Surroundings,Insulin Glargine,General Medicine,403,3631.21,20,144,2.17,2024
Stafford and Surroundings,Montelukast,General Medicine,145,1026.29,15,126,1.96,2022
Newcastle-under-Lyme,Amlodipine,Cardiovascular,186,1309.44,11,211,1.94,2023
Cannock Chase,Citalopram,Mental Health,470,4720.62,26,196,1.7,2024
Newcastle-under-Lyme,Co-codamol,General Medicine,284,,22,140,2.46,2024
Stoke-on-Trent,Fluoxetine,Mental Health,582,3412.93,29,179,2.5,2022
Stoke-on-Trent,Pregabalin,General Medicine,404,2543.0,24,185,2.02,2024
Newcastle-under-Lyme,Simvastatin,Cardiovascular,149,3861.08,11,55,1.68,2023
Cannock Chase,Lansoprazole,General Medicine,222,3679.43,22,201,1.71,2024
Cannock Chase,Diazepam,Mental Health,198,3719.13,17,93,1.46,2022
Stafford and Surroundings,Cetirizine,General Medicine,93,3367.65,24,92,2.09,2022
Stoke-on-Trent,Pregabalin,General Medicine,447,4564.24,19,202,1.84,2024
Newcastle-under-Lyme,Methotrexate,General Medicine,220,2701.59,13,161,1.87,2023
Stoke-on-Trent,Amoxicillin,Antibiotics,153,1628.13,21,66,1.95,2023
Newcastle-under-Lyme,Losartan,Cardiovascular,82,1901.89,16,96,1.68,2024
East Staffordshire,Diazepam,Mental Health,506,2787.07,20,47,2.22,2022
East Staffordshire,Ramipril,Cardiovascular,538,1114.77,11,195,1.82,2024
Newcastle-under-Lyme,Gabapentin,General Medicine,483,2952.82,20,182,1.93,2023
Stafford and Surroundings,Fluoxetine,Mental Health,490,1204.37,19,84,1.56,2022
Cannock Chase,Ramipril,Cardiovascular,540,3216.18,10,88,2.43,2023
Stoke-on-Trent,Doxycycline,Antibiotics,291,3652.41,26,153,1.21,2022
East Staffordshire,Lansoprazole,General Medicine,64,318.36,23,173,1.56,2023
East Staffordshire,Aspirin,General Medicine,567,2779.61,17,211,2.37,2022
East Staffordshire,Fluoxetine,Mental Health,541,4907.84,15,208,1.46,2024
Newcastle-under-Lyme,Gabapentin,General Medicine,323,2660.44,28,94,1.48,2023
Newcastle-under-Lyme,Gabapentin,General Medicine,174,169.53,11,56,2.45,2022
Newcastle-under-Lyme,Sertraline,Mental Health,411,4888.81,17,135,1.6,2023
Cannock Chase,Amoxicillin,Antibiotics,142,2345.35,21,176,2.29,2022
East Staffordshire,Morphine Sulfate,General Medicine,219,4638.35,17,105,1.87,2024
East Staffordshire,Clopidogrel,Cardiovascular,222,,19,48,1.4,2024
Stoke-on-Trent,Naproxen,General Medicine,376,4778.75,26,106,1.71,2022
East Staffordshire,Losartan,Cardiovascular,66,4600.29,27,212,1.53,2022
Stoke-on-Trent,Naproxen,General Medicine,107,2136.46,22,187,1.33,2023
Stoke-on-Trent,Lansoprazole,General Medicine,450,3783.68,11,208,2.44,2022
Cannock Chase,Lansoprazole,General Medicine,331,2860.29,28,186,1.39,2024
Cannock Chase,Simvastatin,Cardiovascular,133,4244.66,24,155,1.47,2022
Stoke-on-Trent,Warfarin,Cardiovascular,524,,13,161,2.42,2022
Newcastle-under-Lyme,Amoxicillin,Antibiotics,213,2106.12,11,63,1.66,2024
Cannock Chase,Nitrofurantoin,Antibiotics,328,4391.83,22,108,1.71,2022
Newcastle-under-Lyme,Amlodipine,Cardiovascular,366,367.71,29,42,2.35,2023
Cannock Chase,Atorvastatin,Cardiovascular,218,4837.54,14,180,1.75,2023
East Staffordshire,Losartan,Cardiovascular,255,1693.95,25,162,2.5,2024
Newcastle-under-Lyme,Sertraline,Mental Health,321,3795.82,19,71,1.42,2024
Stoke-on-Trent,Salbutamol,General Medicine,485,1417.35,24,192,1.37,2022
East Staffordshire,Methotrexate,General Medicine,130,3925.59,18,166,2.28,2024
Stafford and Surroundings,Hydrocortisone,General Medicine,216,581.35,26,201,2.25,2022
Cannock Chase,Salbutamol,General Medicine,294,1792.18,12,120,2.11,2024
Cannock Chase,Amoxicillin,Antibiotics,593,1628.72,13,185,1.22,2024
Stafford and Surroundings,Cetirizine,General Medicine,364,155.95,28,173,1.91,2022
East Staffordshire,Olanzapine,Mental Health,385,353.18,15,52,2.45,2023
East Staffordshire,Cetirizine,General Medicine,507,4767.09,29,134,1.6,2024
Newcastle-under-Lyme,Paracetamol,General Medicine,568,4369.93,23,158,1.94,2024
Cannock Chase,Warfarin,Cardiovascular,162,3177.17,21,165,1.71,2022
Newcastle-under-Lyme,Naproxen,General Medicine,118,2117.11,10,101,1.31,2022
Cannock Chase,Warfarin,Cardiovascular,338,3419.95,22,123,2.07,2024
Newcastle-under-Lyme,Insulin Glargine,General Medicine,453,1075.06,27,102,1.76,2022
Stoke-on-Trent,Ramipril,Cardiovascular,371,430.76,15,97,1.35,2023
Stoke-on-Trent,Omeprazole,General Medicine,253,1030.09,16,170,1.47,2022
Stafford and Surroundings,Cetirizine,General Medicine,215,1415.82,20,78,1.42,2024
Cannock Chase,Methotrexate,General Medicine,157,434.84,28,123,1.32,2023
East Staffordshire,Losartan,Cardiovascular,122,3244.0,10,135,1.99,2022
Cannock Chase,Diazepam,Mental Health,114,,28,193,1.78,2022
Newcastle-under-Lyme,Citalopram,Mental Health,297,1144.12,13,137,1.69,2022
Stoke-on-Trent,Morphine Sulfate,General Medicine,186,3174.68,13,122,2.44,2022
Stoke-on-Trent,Hydrocortisone,General Medicine,419,3395.06,27,202,2.36,2022
Newcastle-under-Lyme,Co-codamol,General Medicine,428,2226.7,18,194,1.21,2022
Newcastle-under-Lyme,Furosemide,Cardiovascular,200,1099.72,24,219,1.22,2024
Stafford and Surroundings,Azithromycin,Antibiotics,345,1150.59,20,100,1.75,2023
Stafford and Surroundings,Azithromycin,Antibiotics,387,3397.07,15,166,2.27,2024
Stoke-on-Trent,Levothyroxine,General Medicine,543,3955.17,19,112,1.47,2024
Stoke-on-Trent,Co-codamol,General Medicine,598,1734.67,18,121,2.22,2022
Cannock Chase,Paracetamol,General Medicine,469,3188.21,27,146,2.42,2023
Stafford and Surroundings,Nitrofurantoin,Antibiotics,234,2550.39,22,43,1.97,2024
East Staffordshire,Doxycycline,Antibiotics,170,4642.84,10,141,1.41,2022
Stafford and Surroundings,Omeprazole,General Medicine,504,3953.96,12,148,2.27,2024
Cannock Chase,Cetirizine,General Medicine,493,,19,62,1.53,2022
Newcastle-under-Lyme,Doxycycline,Antibiotics,597,3967.53,23,216,1.86,2024
Stoke-on-Trent,Sertraline,Mental Health,55,4393.97,28,148,1.85,2023
East Staffordshire,Omeprazole,General Medicine,463,3417.01,18,68,1.8,2024
Newcastle-under-Lyme,Levothyroxine,General Medicine,450,3637.45,17,124,2.13,2023
Stoke-on-Trent,Aspirin,General Medicine,284,1554.25,19,161,1.66,2024
East Staffordshire,Diazepam,Mental Health,255,680.23,16,86,1.71,2024
East Staffordshire,Citalopram,Mental Health,558,3772.01,18,214,2.18,2022
Stafford and Surroundings,Warfarin,Cardiovascular,498,3426.99,27,137,1.74,2023
Newcastle-under-Lyme,Amoxicillin,Antibiotics,482,3193.95,16,167,2.47,2022
East Staffordshire,Simvastatin,Cardiovascular,56,660.0,26,142,1.75,2022
East Staffordshire,Fluoxetine,Mental Health,256,4300.81,20,199,2.13,2022
Newcastle-under-Lyme,Morphine Sulfate,General Medicine,554,3516.65,25,208,1.83,2024
Stafford and Surroundings,Simvastatin,Cardiovascular,478,2311.34,24,170,1.22,2023
Stafford and Surroundings,Losartan,Cardiovascular,583,,15,143,2.46,2022
Cannock Chase,Aspirin,General Medicine,270,1939.8,19,106,1.49,2023
Cannock Chase,Codeine,General Medicine,556,1925.41,29,114,2.05,2024
Stoke-on-Trent,Hydrocortisone,General Medicine,397,140.98,11,100,1.33,2022
Newcastle-under-Lyme,Diazepam,Mental Health,417,3855.92,22,101,2.24,2023
Cannock Chase,Fluoxetine,Mental Health,590,171.68,16,131,1.45,2023
East Staffordshire,Tramadol,General Medicine,539,877.53,14,101,1.4,2023
East Staffordshire,Levothyroxine,General Medicine,89,3592.61,22,169,1.75,2023
Stafford and Surroundings,Lansoprazole,General Medicine,227,1020.81,21,154,2.27,2023
Stoke-on-Trent,Hydrocortisone,General Medicine,288,2212.33,12,205,2.17,2022
Newcastle-under-Lyme,Amoxicillin,Antibiotics,427,2690.75,23,52,2.05,2024
Cannock Chase,Clopidogrel,Cardiovascular,529,409.39,15,123,2.21,2022
Newcastle-under-Lyme,Morphine Sulfate,General Medicine,454,1164.43,12,118,1.92,2023
Newcastle-under-Lyme,Amlodipine,Cardiovascular,504,2202.03,17,116,2.27,2023
East Staffordshire,Ramipril,Cardiovascular,325,1320.14,21,82,2.41,2024
East Staffordshire,Hydrocortisone,General Medicine,400,,24,183,1.73,2022
East Staffordshire,Cetirizine,General Medicine,557,209.89,25,74,1.22,2024
Cannock Chase,Codeine,General Medicine,256,4591.36,20,138,2.42,2022
Cannock Chase,Prednisolone,General Medicine,590,2071.44,28,210,2.08,2022
East Staffordshire,Co-codamol,General Medicine,589,1221.49,14,98,1.81,2022
Stafford and Surroundings,Bisoprolol,Cardiovascular,517,2521.32,15,192,1.86,2024
East Staffordshire,Aspirin,General Medicine,326,1875.91,21,172,1.27,2024
East Staffordshire,Co-codamol,General Medicine,113,3278.33,16,43,1.74,2023
Stafford and Surroundings,Clopidogrel,Cardiovascular,453,2940.66,27,151,1.23,2024
East Staffordshire,Citalopram,Mental Health,205,4206.96,22,105,1.94,2023
Cannock Chase,Paracetamol,General Medicine,199,4614.41,29,47,1.29,2023
East Staffordshire,Losartan,Cardiovascular,568,4586.79,25,84,2.47,2024
East Staffordshire,Insulin Glargine,General Medicine,228,1503.95,29,76,2.37,2024
Newcastle-under-Lyme,Montelukast,General Medicine,415,4869.57,29,163,1.29,2024
Newcastle-under-Lyme,Bisoprolol,Cardiovascular,543,4103.17,20,137,1.29,2023
Stafford and Surroundings,Nitrofurantoin,Antibiotics,534,2427.26,29,170,2.48,2022
East Staffordshire,Olanzapine,Mental Health,159,,17,132,1.5,2023
Newcastle-under-Lyme,Quetiapine,Mental Health,85,1891.42,14,65,2.25,2024
Stafford and Surroundings,Aspirin,General Medicine,80,1778.96,20,85,2.24,2022
East Staffordshire,Methotrexate,General Medicine,161,3924.72,26,104,1.8,2024
Stafford and Surroundings,Nitrofurantoin,Antibiotics,420,2346.31,21,207,2.06,2023
Newcastle-under-Lyme,Citalopram,Mental Health,81,320.31,18,79,1.68,2024
Cannock Chase,Prednisolone,General Medicine,477,2498.02,15,110,1.35,2023
Stoke-on-Trent,Sertraline,Mental Health,273,1708.34,17,180,2.36,2022
Cannock Chase,Pregabalin,General Medicine,319,2599.73,13,78,2.41,2022
Cannock Chase,Hydrocortisone,General Medicine,102,1469.14,12,195,1.84,2023
Stoke-on-Trent,Nitrofurantoin,Antibiotics,55,4525.63,23,71,2.24,2024
Newcastle-under-Lyme,Bisoprolol,Cardiovascular,357,2828.25,18,70,1.48,2023
Newcastle-under-Lyme,Furosemide,Cardiovascular,325,1323.38,29,120,1.4,2022
Stafford and Surroundings,Amoxicillin,Antibiotics,377,1820.97,27,148,2.43,2024
Newcastle-under-Lyme,Gabapentin,General Medicine,546,3950.48,25,158,1.83,2023
Stafford and Surroundings,Fluoxetine,Mental Health,287,3550.01,27,52,2.08,2023
East Staffordshire,Prednisolone,General Medicine,192,322.72,18,219,1.86,2024
Stoke-on-Trent,Insulin Glargine,General Medicine,357,3168.98,18,150,1.41,2024
Cannock Chase,Lansoprazole,General Medicine,530,2300.29,22,175,1.57,2023
East Staffordshire,Bisoprolol,Cardiovascular,188,1960.78,16,210,2.05,2022
Stafford and Surroundings,Hydrocortisone,General Medicine,542,2826.64,28,93,1.31,2022
Newcastle-under-Lyme,Cetirizine,General Medicine,164,2151.05,11,102,1.25,2024
Cannock Chase,Morphine Sulfate,General Medicine,599,3026.73,14,154,1.86,2023
Newcastle-under-Lyme,Gabapentin,General Medicine,357,4573.36,26,144,1.65,2023
East Staffordshire,Warfarin,Cardiovascular,259,1628.21,25,79,1.9,2023
Cannock Chase,Atorvastatin,Cardiovascular,336,1072.61,23,64,2.39,2024
Stafford and Surroundings,Doxycycline,Antibiotics,409,2407.71,19,106,1.58,2024
Cannock Chase,Naproxen,General Medicine,154,,21,65,2.13,2024
Cannock Chase,Montelukast,General Medicine,136,1848.17,25,151,1.55,2022
Stoke-on-Trent,Paracetamol,General Medicine,482,1004.7,29,155,1.57,2024
Stoke-on-Trent,Citalopram,Mental Health,119,2225.84,26,146,1.65,2024
Cannock Chase,Insulin Glargine,General Medicine,241,3327.44,12,79,1.72,2022
Newcastle-under-Lyme,Ramipril,Cardiovascular,286,4150.1,14,95,1.32,2023
Stafford and Surroundings,Tramadol,General Medicine,498,1208.75,17,90,2.06,2024
Newcastle-under-Lyme,Gabapentin,General Medicine,487,3968.51,18,142,2.46,2022
Cannock Chase,Nitrofurantoin,Antibiotics,488,346.71,17,140,2.0,2022
East Staffordshire,Prednisolone,General Medicine,257,3751.38,17,214,1.27,2023
Newcastle-under-Lyme,Gabapentin,General Medicine,212,864.58,23,53,1.7,2022
Stoke-on-Trent,Citalopram,Mental Health,464,4135.76,12,99,1.35,2023
Newcastle-under-Lyme,Insulin Glargine,General Medicine,581,,15,98,2.05,2023
Newcastle-under-Lyme,Atorvastatin,Cardiovascular,433,2854.73,21,158,1.87,2024
Cannock Chase,Cetirizine,General Medicine,171,476.33,25,83,2.26,2022
East Staffordshire,Fluoxetine,Mental Health,213,4506.38,22,97,1.9,2022
East Staffordshire,Citalopram,Mental Health,239,2036.77,13,212,1.49,2022
East Staffordshire,Paracetamol,General Medicine,208,2829.5,18,84,2.29,2024
East Staffordshire,Quetiapine,Mental Health,507,3213.53,15,185,1.26,2022
Newcastle-under-Lyme,Tramadol,General Medicine,502,2051.32,15,161,1.51,2022
Stafford and Surroundings,Insulin Glargine,General Medicine,506,2552.34,14,45,1.62,2024
Cannock Chase,Metformin,General Medicine,501,4159.59,26,80,1.47,2023
East Staffordshire,Amlodipine,Cardiovascular,564,2258.81,18,99,1.45,2023
Stoke-on-Trent,Azithromycin,Antibiotics,132,2211.82,24,108,1.6,2024
Stoke-on-Trent,Losartan,Cardiovascular,539,3903.82,23,97,1.64,2024
Stafford and Surroundings,Co-codamol,General Medicine,148,3342.42,20,50,2.28,2023
Stafford and Surroundings,Simvastatin,Cardiovascular,170,763.75,19,93,1.48,2022
Stoke-on-Trent,Aspirin,General Medicine,413,4303.98,20,214,1.52,2023
Stafford and Surroundings,Bisoprolol,Cardiovascular,523,1884.15,24,111,2.38,2024
East Staffordshire,Olanzapine,Mental Health,66,556.66,26,159,1.54,2022
Newcastle-under-Lyme,Gabapentin,General Medicine,224,567.27,21,140,1.31,2023
Newcastle-under-Lyme,Ibuprofen,General Medicine,342,3347.7,12,182,1.71,2023
Newcastle-under-Lyme,Warfarin,Cardiovascular,76,1159.63,29,68,1.39,2023
Stafford and Surroundings,Diazepam,Mental Health,79,2097.81,22,58,2.11,2022
Cannock Chase,Tramadol,General Medicine,599,1789.61,15,155,2.07,2022
Stafford and Surroundings,Furosemide,Cardiovascular,566,3398.15,29,126,2.16,2022
Stafford and Surroundings,Clopidogrel,Cardiovascular,184,3389.23,13,186,1.42,2024
East Staffordshire,Cetirizine,General Medicine,230,2931.25,11,155,1.78,2023
Newcastle-under-Lyme,Doxycycline,Antibiotics,156,2864.74,10,178,1.92,2024
Stoke-on-Trent,Gabapentin,General Medicine,274,2665.64,20,131,1.45,2024
Stafford and Surroundings,Morphine Sulfate,General Medicine,157,3926.5,28,193,1.57,2023
Stafford and Surroundings,Lansoprazole,General Medicine,231,4249.75,11,88,2.09,2023
Newcastle-under-Lyme,Losartan,Cardiovascular,493,1952.69,19,79,1.62,2022
Stoke-on-Trent,Pregabalin,General Medicine,517,3287.08,27,146,1.35,2023
Stoke-on-Trent,Hydrocortisone,General Medicine,250,2444.79,19,135,2.25,2024
East Staffordshire,Paracetamol,General Medicine,435,2189.35,23,68,2.25,2022
Newcastle-under-Lyme,Morphine Sulfate,General Medicine,177,,21,189,1.39,2022
Newcastle-under-Lyme,Diazepam,Mental Health,405,3661.51,10,212,2.08,2023
East Staffordshire,Methotrexate,General Medicine,449,,14,188,2.02,2023
Stoke-on-Trent,Quetiapine,Mental Health,191,179.59,16,85,1.37,2022
East Staffordshire,Nitrofurantoin,Antibiotics,255,1659.48,24,82,1.2,2024
Newcastle-under-Lyme,Cetirizine,General Medicine,300,1847.32,29,74,2.37,2022
Stafford and Surroundings,Amlodipine,Cardiovascular,557,4080.06,17,168,1.61,2024
East Staffordshire,Hydrocortisone,General Medicine,103,966.8,25,138,2.36,2024
Stoke-on-Trent,Amoxicillin,Antibiotics,375,1668.13,17,68,2.1,2022
Cannock Chase,Metformin,General Medicine,253,3718.68,29,148,1.53,2024
East Staffordshire,Atorvastatin,Cardiovascular,220,2187.09,22,180,1.23,2023
East Staffordshire,Morphine Sulfate,General Medicine,260,2270.87,17,81,1.88,2024
Stoke-on-Trent,Gabapentin,General Medicine,69,1560.57,28,78,2.47,2024
Stafford and Surroundings,Montelukast,General Medicine,460,,20,77,1.88,2024
Stafford and Surroundings,Amlodipine,Cardiovascular,269,1336.33,10,138,2.25,2024
Stoke-on-Trent,Simvastatin,Cardiovascular,470,3240.73,23,92,1.61,2022
Stoke-on-Trent,Levothyroxine,General Medicine,165,3855.98,13,114,2.41,2024
Newcastle-under-Lyme,Lansoprazole,General Medicine,547,1913.12,20,150,1.65,2022
East Staffordshire,Tramadol,General Medicine,397,1762.6,26,197,2.42,2022
Stafford and Surroundings,Citalopram,Mental Health,556,2315.22,24,103,1.79,2023
Stoke-on-Trent,Methotrexate,General Medicine,218,2331.38,19,177,1.54,2022
Cannock Chase,Methotrexate,General Medicine,237,4354.03,11,43,2.15,2024
Stafford and Surroundings,Gabapentin,General Medicine,506,,12,47,1.65,2024
East Staffordshire,Diazepam,Mental Health,593,2747.37,23,160,1.72,2022
Cannock Chase,Sertraline,Mental Health,470,2835.93,26,78,2.42,2023
East Staffordshire,Quetiapine,Mental Health,115,2562.21,21,51,2.28,2023
Stoke-on-Trent,Gabapentin,General Medicine,432,1457.64,22,173,2.14,2023
Newcastle-under-Lyme,Warfarin,Cardiovascular,591,2629.79,19,72,1.39,2023
Newcastle-under-Lyme,Losartan,Cardiovascular,590,208.12,10,156,1.77,2024
Cannock Chase,Aspirin,General Medicine,471,3037.36,14,200,2.29,2024
Stoke-on-Trent,Lansoprazole,General Medicine,147,4149.07,11,211,2.42,2023
East Staffordshire,Co-codamol,General Medicine,193,,23,206,1.99,2024
Newcastle-under-Lyme,Salbutamol,General Medicine,246,203.0,19,92,1.88,2023
East Staffordshire,Quetiapine,Mental Health,436,1931.66,28,49,1.46,2024
Newcastle-under-Lyme,Cetirizine,General Medicine,398,350.64,28,106,1.7,2024
East Staffordshire,Furosemide,Cardiovascular,185,,25,116,2.49,2022
Stafford and Surroundings,Codeine,General Medicine,474,,26,211,1.26,2024
Stoke-on-Trent,Sertraline,Mental Health,355,4226.61,21,128,1.37,2023
East Staffordshire,Codeine,General Medicine,183,1304.65,24,210,1.26,2023
East Staffordshire,Levothyroxine,General Medicine,493,546.59,28,95,1.73,2024
Stoke-on-Trent,Salbutamol,General Medicine,117,,23,106,2.46,2023
Newcastle-under-Lyme,Sertraline,Mental Health,318,4819.48,14,64,1.27,2023
Stafford and Surroundings,Aspirin,General Medicine,224,3419.97,21,153,2.02,2024
Stafford and Surroundings,Lansoprazole,General Medicine,63,4234.4,22,211,1.84,2022
Stafford and Surroundings,Clopidogrel,Cardiovascular,125,986.37,10,186,1.88,2022
East Staffordshire,Pregabalin,General Medicine,217,3491.05,25,77,1.72,2024
Cannock Chase,Clopidogrel,Cardiovascular,285,762.56,17,124,2.49,2022
East Staffordshire,Amlodipine,Cardiovascular,401,1841.65,22,185,1.95,2022
Newcastle-under-Lyme,Prednisolone,General Medicine,515,2411.53,28,86,1.23,2023
East Staffordshire,Simvastatin,Cardiovascular,294,3923.04,22,96,2.24,2023
Cannock Chase,Olanzapine,Mental Health,150,3089.53,26,67,1.87,2022
Newcastle-under-Lyme,Amlodipine,Cardiovascular,124,4549.27,23,105,2.42,2024
Stoke-on-Trent,Cetirizine,General Medicine,393,,22,74,2.37,2022
East Staffordshire,Nitrofurantoin,Antibiotics,74,4464.23,25,112,1.94,2024
Stafford and Surroundings,Azithromycin,Antibiotics,595,1417.11,22,173,1.97,2023
Stafford and Surroundings,Hydrocortisone,General Medicine,59,4174.55,29,57,1.57,2022
Stoke-on-Trent,Salbutamol,General Medicine,186,3063.71,13,55,1.63,2022
Stafford and Surroundings,Omeprazole,General Medicine,574,2346.74,13,209,2.16,2022
Stoke-on-Trent,Montelukast,General Medicine,166,751.35,20,138,2.37,2023
Newcastle-under-Lyme,Levothyroxine,General Medicine,123,1126.33,18,91,1.87,2023
Newcastle-under-Lyme,Insulin Glargine,General Medicine,200,3139.82,23,218,2.35,2024
Stoke-on-Trent,Co-codamol,General Medicine,542,844.24,11,192,2.15,2024
Stafford and Surroundings,Morphine Sulfate,General Medicine,148,1113.41,27,114,2.04,2022
Stoke-on-Trent,Warfarin,Cardiovascular,373,,24,74,2.3,2022
East Staffordshire,Warfarin,Cardiovascular,354,4785.83,25,150,1.55,2024
East Staffordshire,Ramipril,Cardiovascular,322,503.79,22,46,2.31,2023
Newcastle-under-Lyme,Diazepam,Mental Health,175,818.81,26,213,2.04,2023
Newcastle-under-Lyme,Nitrofurantoin,Antibiotics,127,412.06,28,129,1.31,2023
